trip_id,date,driver_id,origin,dest,o_lat,o_lon,d_lat,d_lon,distance_km,load_ton,traffic_index,elevation_gain_m,avg_speed_kmh,duration_h,fuel_liters
T684,2025-01-15,D036,Puno,Ica,-15.85084,-69.98379,-14.03363,-75.66333,642.72,7.8,0.31,103,54.7,12.96,224.6
T685,2025-01-15,D002,Trujillo,Lima,-8.18962,-79.01808,-12.06804,-77.05057,482.03,14.3,0.23,434,44.6,10.5,143.9
T686,2025-01-15,D005,Tacna,Trujillo,-18.08985,-70.21482,-8.08541,-79.06488,1467.47,13.8,0.56,451,41.6,38.04,409.4
T687,2025-01-15,D028,Trujillo,Lima,-8.01552,-78.99803,-12.09544,-77.03551,501.96,9.4,0.35,64,71.6,6.52,101.4
T688,2025-01-15,D025,Ica,Lima,-14.02337,-75.70907,-12.01393,-77.01849,264.66,4.1,0.85,1011,47.7,6.39,95.1
T689,2025-01-15,D025,Puno,Arequipa,-15.85356,-70.03865,-16.51068,-71.45329,167.81,20.5,0.38,409,59.6,2.81,89.0
T690,2025-01-15,D017,Puno,Tacna,-15.83945,-70.11143,-18.02809,-70.25468,243.84,1.0,0.55,622,39.9,7.67,68.0
T691,2025-01-15,D012,Puno,Cusco,-15.81566,-70.02956,-13.51285,-71.95277,329.18,20.6,0.15,343,51.8,6.61,109.7
T692,2025-01-15,D009,Chiclayo,Lima,-6.79782,-79.92275,-12.06679,-77.02852,666.31,5.1,0.51,564,62.2,12.52,228.4
T693,2025-01-15,D010,Puno,Lima,-15.83366,-69.99105,-12.13688,-77.1199,871.98,10.8,0.4,287,76.5,13.26,219.3
T694,2025-01-15,D021,Arequipa,Trujillo,-16.41623,-71.56781,-8.14843,-78.92624,1217.81,9.6,0.83,0,35.8,42.83,386.9
T695,2025-01-15,D033,Cusco,Tacna,-13.57235,-72.00629,-18.01609,-70.18912,530.98,29.9,0.33,236,43.8,15.66,216.4
T696,2025-01-15,D001,Ica,Lima,-14.12156,-75.78367,-11.95788,-77.00081,274.35,13.9,0.72,355,40.0,6.87,92.7
T697,2025-01-15,D016,Cusco,Trujillo,-13.55758,-71.98338,-8.17819,-79.04582,975.74,18.4,0.75,76,40.3,26.95,245.1
T698,2025-01-15,D038,Cusco,Trujillo,-13.54328,-71.88858,-8.05669,-79.01103,988.37,14.9,0.22,187,58.9,21.53,249.4
T699,2025-01-15,D010,Cusco,Trujillo,-13.4711,-71.91814,-8.04883,-79.00829,981.27,34.4,0.75,750,52.6,18.53,341.5
T700,2025-01-15,D015,Chiclayo,Ica,-6.79654,-79.81955,-14.16166,-75.68546,935.26,17.9,0.34,260,47.3,23.75,257.7
T701,2025-01-15,D034,Chiclayo,Lima,-6.77787,-79.79111,-12.00652,-77.0762,653.2,1.0,0.19,54,47.2,14.46,165.7
T702,2025-01-15,D039,Puno,Lima,-15.8977,-70.06786,-12.0293,-77.13969,875.82,5.6,0.46,276,63.9,17.52,193.4
T703,2025-01-15,D008,Puno,Lima,-15.74495,-70.0027,-12.03467,-77.12598,872.44,6.8,0.69,104,60.3,14.18,295.1
T704,2025-01-15,D024,Puno,Ica,-15.82725,-69.97291,-14.00052,-75.69611,647.59,11.7,0.05,739,72.1,11.23,175.6
T705,2025-01-15,D016,Lima,Trujillo,-12.00201,-77.12463,-8.01432,-79.0448,490.72,10.4,0.55,391,32.8,19.11,145.9
T706,2025-01-15,D014,Lima,Chiclayo,-12.0455,-76.95454,-6.79758,-79.90503,667.23,12.7,0.42,581,49.4,14.67,189.1
T707,2025-01-15,D012,Cusco,Ica,-13.55787,-71.9925,-14.00337,-75.62086,394.96,20.1,0.33,740,60.9,7.99,148.7
T708,2025-01-15,D014,Cusco,Ica,-13.61225,-71.89446,-14.01058,-75.76765,420.56,5.8,0.43,59,41.1,11.52,114.6
T709,2025-01-15,D020,Puno,Ica,-15.90507,-70.08895,-14.10213,-75.66032,631.04,28.8,0.53,0,45.7,17.43,135.5
T710,2025-01-15,D024,Ica,Cusco,-14.07069,-75.73543,-13.56773,-71.95264,412.26,18.4,0.26,232,56.3,7.54,158.0
T711,2025-01-15,D016,Lima,Ica,-12.06963,-77.08623,-14.06657,-75.7192,266.89,18.0,0.53,423,58.8,4.85,104.5
T712,2025-01-15,D022,Lima,Cusco,-12.04273,-77.02741,-13.4483,-71.96778,570.54,16.8,0.81,88,33.3,18.63,169.2
T713,2025-01-15,D016,Arequipa,Chiclayo,-16.51882,-71.53612,-6.72439,-79.83692,1414.63,20.0,0.51,207,36.7,36.9,349.7
T714,2025-01-15,D006,Arequipa,Trujillo,-16.38705,-71.60168,-8.11219,-79.08469,1227.37,18.2,0.15,374,47.7,26.08,378.9
T715,2025-01-15,D013,Cusco,Tacna,-13.61621,-71.91576,-17.98962,-70.24413,518.13,5.4,0.24,343,53.9,8.87,126.8
T716,2025-01-15,D025,Cusco,Lima,-13.55291,-71.87724,-11.963,-77.07496,590.74,25.9,0.44,0,33.3,17.5,213.7
T717,2025-01-15,D012,Arequipa,Chiclayo,-16.39501,-71.59831,-6.81546,-79.84244,1392.41,8.7,0.59,536,55.2,25.88,384.6
T718,2025-01-15,D009,Lima,Tacna,-11.98276,-77.08701,-18.00491,-70.30649,989.03,11.8,0.83,125,34.9,31.12,279.2
T719,2025-01-15,D028,Tacna,Arequipa,-17.97062,-70.28965,-16.49827,-71.54315,211.01,1.0,0.66,676,39.2,5.49,76.3
T720,2025-01-15,D031,Cusco,Ica,-13.55989,-71.90699,-13.99741,-75.6601,408.22,13.0,0.62,111,57.4,8.88,152.8
T721,2025-01-15,D011,Ica,Chiclayo,-14.09043,-75.706,-6.75378,-79.8604,933.61,1.0,0.72,179,42.5,26.61,258.6
T722,2025-01-15,D017,Cusco,Ica,-13.57704,-72.01441,-14.01846,-75.78358,409.96,8.4,0.47,137,47.9,7.8,132.2
T723,2025-01-15,D016,Trujillo,Lima,-8.13864,-79.06207,-12.03277,-77.117,482.51,28.6,0.43,286,42.4,11.21,166.2
T724,2025-01-15,D022,Lima,Cusco,-12.00259,-76.91635,-13.53528,-71.98827,560.92,15.7,0.8,0,43.4,11.68,172.0
T725,2025-01-15,D038,Trujillo,Chiclayo,-8.05146,-78.96706,-6.80247,-79.85982,170.23,1.0,0.76,86,48.0,4.07,47.2
T726,2025-01-15,D030,Chiclayo,Cusco,-6.77848,-79.88751,-13.48038,-71.88003,1150.05,5.0,0.71,287,44.2,28.97,315.1
T727,2025-01-15,D012,Tacna,Arequipa,-18.03952,-70.29566,-16.46518,-71.45494,214.01,24.3,0.65,381,64.8,3.12,99.9
T728,2025-01-15,D010,Ica,Chiclayo,-14.05645,-75.76961,-6.77105,-79.77078,920.57,16.6,0.29,695,41.4,22.63,238.3
T729,2025-01-15,D006,Arequipa,Tacna,-16.46689,-71.5526,-18.05244,-70.25404,223.82,31.8,0.42,146,55.0,3.74,124.1
T730,2025-01-16,D023,Trujillo,Arequipa,-8.11847,-78.99905,-16.36296,-71.57665,1220.51,18.3,0.76,698,57.9,25.69,333.7
T731,2025-01-16,D015,Arequipa,Trujillo,-16.40021,-71.62034,-8.24768,-79.05263,1213.41,2.3,0.41,0,50.7,26.26,312.0
T732,2025-01-16,D004,Chiclayo,Lima,-6.82884,-79.96187,-12.00348,-77.1153,654.61,12.0,0.35,438,73.5,10.65,184.5
T733,2025-01-16,D039,Trujillo,Chiclayo,-8.09615,-79.08886,-6.86612,-79.77299,156.19,11.9,0.05,21,72.6,2.28,60.6
T734,2025-01-16,D009,Puno,Tacna,-15.8319,-69.98809,-18.17641,-70.23563,262.02,3.4,0.26,0,44.7,7.27,70.7
T735,2025-01-16,D018,Lima,Arequipa,-12.01081,-76.8993,-16.3936,-71.53455,756.13,18.8,0.05,0,63.1,12.68,214.3
T736,2025-01-16,D005,Cusco,Tacna,-13.51324,-72.03369,-18.04263,-70.26741,537.92,7.4,0.72,367,56.8,10.89,153.8
T737,2025-01-16,D016,Ica,Arequipa,-14.14997,-75.69454,-16.37096,-71.53144,510.29,1.0,0.62,312,52.1,9.39,108.3
T738,2025-01-16,D038,Trujillo,Lima,-8.10298,-79.06574,-12.09419,-77.06377,494.94,16.5,0.38,70,48.6,10.56,165.6
T739,2025-01-16,D002,Puno,Trujillo,-15.838,-70.01778,-8.19326,-79.02353,1296.23,6.6,0.29,518,38.1,39.7,339.0
T740,2025-01-16,D019,Arequipa,Trujillo,-16.28699,-71.45832,-8.05216,-79.01382,1229.45,13.1,0.14,244,50.1,25.46,336.3
T741,2025-01-16,D022,Chiclayo,Cusco,-6.73105,-79.86695,-13.60345,-71.97386,1152.93,10.1,0.12,89,58.4,23.15,269.0
T742,2025-01-16,D031,Ica,Trujillo,-14.03869,-75.69387,-8.18079,-79.05199,747.26,1.9,0.42,852,61.5,14.72,247.6
T743,2025-01-16,D032,Arequipa,Cusco,-16.44987,-71.53829,-13.53146,-72.01424,328.51,18.3,0.47,69,32.2,10.96,135.5
T744,2025-01-16,D025,Cusco,Chiclayo,-13.55413,-71.96765,-6.77676,-79.8497,1145.06,1.0,0.48,246,67.8,19.81,350.2
T745,2025-01-16,D004,Cusco,Ica,-13.5433,-71.96037,-14.05145,-75.70512,408.31,5.1,0.68,456,20.8,19.76,110.9
T746,2025-01-16,D040,Ica,Arequipa,-14.03115,-75.72005,-16.39467,-71.51856,521.79,19.7,0.51,159,59.8,10.04,162.9
T747,2025-01-16,D002,Arequipa,Chiclayo,-16.46616,-71.51001,-6.69733,-79.88565,1417.75,3.4,0.32,709,58.0,26.68,347.7
T748,2025-01-16,D038,Chiclayo,Lima,-6.81383,-79.78756,-12.11357,-76.95563,666.1,1.8,0.35,474,65.9,9.2,146.3
T749,2025-01-16,D012,Tacna,Ica,-18.03307,-70.12378,-14.18568,-75.7004,733.31,24.8,0.72,248,54.0,14.01,255.5
T750,2025-01-16,D012,Cusco,Chiclayo,-13.54441,-71.95601,-6.80097,-79.82491,1141.49,1.0,1.0,299,41.6,31.18,289.7
T751,2025-01-16,D035,Chiclayo,Ica,-6.73474,-79.87449,-14.03892,-75.74941,928.92,13.4,0.06,192,62.1,13.8,235.4
T752,2025-01-16,D014,Lima,Ica,-12.08219,-77.01143,-14.11807,-75.70003,267.24,5.0,0.52,0,57.8,4.71,99.2
T753,2025-01-16,D030,Tacna,Chiclayo,-17.91823,-70.29219,-6.76141,-79.9476,1623.26,9.9,0.32,123,74.3,26.02,516.6
T754,2025-01-16,D011,Lima,Trujillo,-12.00977,-76.9653,-8.0926,-79.02853,490.64,25.2,0.2,378,50.7,8.88,169.9
T755,2025-01-16,D033,Trujillo,Chiclayo,-8.19906,-79.02107,-6.76215,-79.82352,182.63,1.0,1.0,517,30.4,6.98,61.2
T756,2025-01-16,D017,Tacna,Ica,-18.02157,-70.37087,-14.15155,-75.72516,715.72,11.6,0.66,283,57.3,13.76,244.5
T757,2025-01-16,D037,Chiclayo,Tacna,-6.8153,-79.80583,-17.98693,-70.33017,1611.88,11.5,0.05,125,47.8,38.1,393.4
T758,2025-01-16,D018,Tacna,Puno,-18.0268,-70.21065,-15.80747,-70.05832,247.31,2.7,0.75,326,49.1,4.96,77.6
T759,2025-01-16,D002,Puno,Tacna,-15.85579,-70.0373,-17.99315,-70.28698,239.14,27.7,0.4,217,43.2,7.07,139.1
T760,2025-01-16,D012,Trujillo,Chiclayo,-8.1159,-78.92593,-6.81811,-79.76561,171.45,3.2,1.0,176,50.2,4.01,71.0
T761,2025-01-16,D036,Puno,Ica,-15.85182,-69.97205,-14.07366,-75.74408,650.77,15.5,0.53,220,52.9,11.56,181.4
T762,2025-01-16,D001,Cusco,Ica,-13.51804,-72.00895,-14.21796,-75.7814,414.61,1.0,0.32,743,37.4,10.39,113.5
T763,2025-01-16,D022,Ica,Cusco,-14.03913,-75.82083,-13.66747,-72.04782,409.42,13.7,0.22,464,53.2,7.07,119.6
T764,2025-01-16,D012,Trujillo,Cusco,-8.18947,-79.02577,-13.55591,-72.03071,969.04,17.5,0.69,0,38.8,28.76,296.3
T765,2025-01-16,D006,Arequipa,Tacna,-16.35127,-71.49835,-17.95128,-70.21197,224.35,18.8,0.55,419,56.3,3.66,69.6
T766,2025-01-16,D024,Arequipa,Chiclayo,-16.46047,-71.59876,-6.77584,-79.87426,1403.51,24.1,0.41,375,38.4,46.37,323.2
T767,2025-01-16,D011,Trujillo,Chiclayo,-8.13831,-79.00636,-6.79493,-79.81805,174.13,10.3,0.19,81,55.3,3.25,52.1
T768,2025-01-16,D020,Tacna,Arequipa,-18.03222,-70.24768,-16.42197,-71.62582,231.26,1.0,0.15,320,37.6,6.28,50.4
T769,2025-01-16,D008,Ica,Cusco,-14.13628,-75.61429,-13.45074,-71.95366,402.58,9.5,0.38,244,53.4,9.6,126.5
T770,2025-01-16,D034,Arequipa,Lima,-16.35672,-71.4415,-12.17093,-77.11661,768.41,25.5,0.46,112,53.0,16.7,295.8
T771,2025-01-16,D029,Cusco,Trujillo,-13.48707,-71.98303,-8.05071,-79.01728,977.41,13.2,0.4,531,33.0,35.45,293.4
T772,2025-01-16,D028,Chiclayo,Trujillo,-6.73475,-79.83495,-8.02404,-79.0341,168.38,19.5,0.05,163,51.4,3.91,64.8
T773,2025-01-16,D039,Chiclayo,Trujillo,-6.78784,-79.73168,-8.04067,-79.04594,158.5,4.9,0.56,500,51.8,3.7,69.1
T774,2025-01-16,D010,Puno,Tacna,-15.8576,-70.00413,-17.93569,-70.24041,232.44,12.2,0.08,127,72.0,3.4,86.0
T775,2025-01-16,D007,Lima,Ica,-11.98685,-77.14194,-13.97312,-75.77496,265.93,1.0,0.19,476,23.0,11.45,67.6
T776,2025-01-16,D015,Lima,Chiclayo,-12.07594,-76.99562,-6.80223,-79.81587,662.95,16.9,0.75,312,46.4,13.3,183.8
T777,2025-01-16,D016,Puno,Lima,-15.83196,-70.04163,-12.01836,-76.98019,860.42,21.3,0.45,318,68.3,12.31,286.2
T778,2025-01-16,D034,Trujillo,Arequipa,-8.09432,-79.01251,-16.40706,-71.41151,1239.02,22.6,0.74,344,46.9,28.99,342.6
T779,2025-01-16,D024,Puno,Lima,-15.72049,-70.02004,-12.08797,-76.95424,850.34,16.2,0.29,59,46.3,20.76,276.6
T780,2025-01-16,D026,Arequipa,Ica,-16.43124,-71.51196,-14.06638,-75.7028,520.81,12.5,0.76,441,59.4,10.54,179.9
T781,2025-01-16,D030,Ica,Trujillo,-14.06958,-75.75287,-8.11377,-79.02786,752.44,9.5,0.76,542,49.3,17.42,232.5
T782,2025-01-16,D019,Lima,Cusco,-12.06979,-77.15712,-13.4712,-72.07011,573.22,9.0,0.41,355,68.5,10.81,149.5
T783,2025-01-16,D027,Ica,Chiclayo,-14.09155,-75.73538,-6.80377,-79.91983,930.46,1.0,0.44,199,50.5,23.24,219.0
T784,2025-01-16,D029,Puno,Trujillo,-15.83475,-70.00522,-8.03109,-78.99813,1307.05,13.6,0.2,258,70.3,16.92,343.2
T785,2025-01-16,D034,Ica,Cusco,-14.00996,-75.69385,-13.51897,-71.99393,403.3,16.1,0.67,322,45.6,9.99,138.8
T786,2025-01-16,D025,Chiclayo,Lima,-6.80092,-79.81177,-12.06253,-77.08354,657.11,17.4,0.71,373,44.3,17.73,232.6
T787,2025-01-16,D026,Arequipa,Chiclayo,-16.4859,-71.466,-6.78956,-79.87141,1413.56,9.0,0.73,89,56.4,27.82,332.5
T788,2025-01-17,D015,Ica,Cusco,-14.00719,-75.69172,-13.59128,-71.91815,410.1,12.0,0.13,69,53.0,8.84,107.3
T789,2025-01-17,D008,Puno,Tacna,-15.8841,-69.97361,-17.99808,-70.17671,236.05,20.7,0.68,525,51.7,5.34,129.2
T790,2025-01-17,D018,Trujillo,Ica,-8.14357,-79.09079,-14.07929,-75.74164,754.34,18.1,0.49,410,24.7,28.93,228.7
T791,2025-01-17,D022,Arequipa,Puno,-16.40897,-71.51499,-15.7757,-69.90188,186.17,6.4,0.69,367,39.2,5.92,57.0
T792,2025-01-17,D039,Trujillo,Puno,-8.07802,-79.06496,-15.78184,-70.0699,1299.9,7.4,0.7,428,33.3,48.85,346.4
T793,2025-01-17,D022,Arequipa,Puno,-16.42328,-71.53787,-15.8069,-69.93193,184.74,4.8,0.56,384,57.5,3.71,61.6
T794,2025-01-17,D030,Ica,Arequipa,-14.10173,-75.72145,-16.44287,-71.48227,523.93,15.9,0.62,0,36.1,14.42,208.8
T795,2025-01-17,D003,Cusco,Lima,-13.54504,-72.00389,-12.06132,-77.01749,568.08,21.1,0.34,303,52.2,10.4,208.2
T796,2025-01-17,D022,Puno,Ica,-15.85628,-69.99407,-14.00585,-75.83074,659.94,13.3,0.3,793,43.5,15.99,199.5
T797,2025-01-17,D019,Lima,Trujillo,-12.11088,-76.95999,-8.0936,-78.93135,496.08,13.1,0.98,904,44.3,11.62,149.8
T798,2025-01-17,D003,Trujillo,Chiclayo,-8.11578,-79.06184,-6.77828,-79.85781,172.69,11.2,0.84,863,20.0,9.25,97.7
T799,2025-01-17,D037,Ica,Puno,-14.12658,-75.75161,-15.76413,-70.02751,641.31,11.5,0.39,281,59.4,10.99,233.2
T800,2025-01-17,D020,Ica,Lima,-14.07182,-75.68276,-12.06881,-76.97195,262.87,33.7,0.17,324,58.1,4.88,136.8
T801,2025-01-17,D029,Ica,Puno,-14.059,-75.71867,-15.83915,-69.92664,652.93,12.6,0.59,57,41.2,17.79,223.7
T802,2025-01-17,D017,Ica,Trujillo,-14.05769,-75.76625,-8.0632,-79.03347,755.84,6.9,0.91,84,45.1,17.93,224.3
T803,2025-01-17,D003,Puno,Chiclayo,-15.7989,-69.98049,-6.67742,-79.85848,1478.68,11.2,0.29,115,72.1,24.09,342.2
T804,2025-01-17,D012,Tacna,Ica,-17.99636,-70.33313,-14.13773,-75.70834,716.79,17.2,0.42,564,48.5,16.44,172.3
T805,2025-01-17,D012,Arequipa,Trujillo,-16.37763,-71.56533,-8.14193,-79.07342,1225.91,6.6,0.43,296,45.1,32.97,400.8
T806,2025-01-17,D008,Lima,Arequipa,-12.03888,-76.95185,-16.38608,-71.52537,758.68,28.4,0.51,320,45.8,18.97,233.1
T807,2025-01-17,D016,Lima,Arequipa,-12.03441,-77.04376,-16.40147,-71.54958,765.7,8.6,0.21,177,60.5,14.34,253.4
T808,2025-01-17,D016,Tacna,Arequipa,-17.98151,-70.38103,-16.41767,-71.50903,211.17,1.0,0.33,417,61.0,4.4,58.4
T809,2025-01-17,D022,Puno,Chiclayo,-15.86762,-69.98731,-6.73316,-79.81348,1475.4,14.3,0.12,516,59.7,27.53,383.4
T810,2025-01-17,D021,Arequipa,Cusco,-16.42528,-71.62399,-13.58249,-72.02896,319.08,12.2,0.62,309,54.1,6.67,92.8
T811,2025-01-17,D027,Tacna,Trujillo,-17.95472,-70.30136,-8.06119,-79.02515,1449.44,15.2,0.36,90,57.3,31.08,428.1
T812,2025-01-17,D031,Puno,Lima,-15.79686,-70.0077,-12.14078,-77.1101,867.38,1.0,0.76,0,66.2,16.67,248.1
T813,2025-01-17,D029,Cusco,Ica,-13.55418,-71.97273,-14.10626,-75.74831,412.24,9.0,0.05,725,44.8,11.03,128.2
T814,2025-01-17,D037,Ica,Chiclayo,-14.05157,-75.73621,-6.83508,-79.90407,922.67,15.3,0.39,479,50.7,19.17,234.5
T815,2025-01-17,D006,Chiclayo,Cusco,-6.76001,-79.94665,-13.47028,-71.87872,1155.73,16.7,0.87,568,32.3,38.57,316.9
T816,2025-01-17,D021,Tacna,Trujillo,-18.08159,-70.20832,-8.13844,-79.01526,1459.22,9.6,0.74,329,52.1,26.83,416.7
T817,2025-01-17,D004,Puno,Chiclayo,-15.82692,-69.93194,-6.82917,-79.88991,1475.44,21.7,0.3,554,62.2,27.15,507.6
T818,2025-01-17,D040,Trujillo,Ica,-8.23614,-78.9777,-14.115,-75.77863,740.94,22.9,0.58,25,54.4,12.49,226.2
T819,2025-01-17,D032,Lima,Arequipa,-12.09317,-77.14975,-16.42528,-71.6621,762.61,25.9,0.51,698,45.6,15.31,228.6
T820,2025-01-17,D022,Lima,Trujillo,-12.08773,-76.95054,-8.1192,-79.0808,499.09,14.8,0.64,753,58.1,9.59,104.3
T821,2025-01-17,D011,Ica,Puno,-14.12731,-75.64022,-15.78297,-69.94676,638.7,14.4,0.49,553,48.3,15.36,187.3
T822,2025-01-17,D015,Ica,Arequipa,-14.03365,-75.76149,-16.56635,-71.57819,529.69,14.2,0.13,274,60.6,9.39,164.7
T823,2025-01-17,D013,Puno,Lima,-15.84433,-70.01222,-12.08485,-76.99549,861.58,7.5,0.64,130,32.8,25.47,240.1
T824,2025-01-17,D027,Tacna,Ica,-18.01317,-70.13394,-14.02074,-75.68272,740.66,28.5,0.56,0,40.2,19.14,253.1
T825,2025-01-17,D037,Tacna,Arequipa,-18.05472,-70.16892,-16.3575,-71.58218,241.14,9.8,0.64,586,40.6,5.75,95.9
T826,2025-01-17,D013,Ica,Lima,-14.12045,-75.72045,-12.069,-76.98162,265.87,16.6,0.48,165,51.6,6.17,84.5
T827,2025-01-17,D007,Arequipa,Ica,-16.34701,-71.49323,-14.15778,-75.68893,511.68,1.0,0.47,0,61.2,9.18,101.8
T828,2025-01-17,D024,Chiclayo,Arequipa,-6.85962,-79.81221,-16.39119,-71.548,1389.71,20.8,0.32,0,64.2,21.4,420.1
T829,2025-01-17,D008,Arequipa,Lima,-16.31853,-71.59565,-12.05103,-77.02865,753.67,11.2,0.4,174,36.2,21.88,195.4
T830,2025-01-17,D038,Arequipa,Puno,-16.40395,-71.52549,-15.80601,-70.03651,172.4,12.9,0.59,767,43.0,4.34,72.2
T831,2025-01-17,D039,Cusco,Chiclayo,-13.50217,-71.98687,-6.687,-79.84268,1145.82,13.6,0.65,706,44.9,24.69,291.1
T832,2025-01-17,D020,Tacna,Arequipa,-18.0081,-70.23325,-16.52716,-71.5561,216.44,13.4,1.0,425,30.8,7.93,96.8
T833,2025-01-17,D012,Tacna,Puno,-18.02985,-70.21799,-15.73518,-69.99031,256.3,1.0,0.82,271,38.2,6.51,66.0
T834,2025-01-17,D012,Trujillo,Puno,-8.11594,-78.97227,-15.81644,-70.10841,1288.87,7.6,0.65,432,34.9,38.17,328.4
T835,2025-01-17,D025,Cusco,Chiclayo,-13.55539,-71.9942,-6.71341,-79.75146,1139.66,20.1,0.57,175,42.6,26.91,322.4
T836,2025-01-17,D032,Arequipa,Trujillo,-16.39127,-71.52344,-8.18308,-78.90318,1214.34,19.9,0.48,433,37.6,30.85,330.1
T837,2025-01-17,D031,Puno,Trujillo,-15.89129,-70.08727,-8.00775,-79.00334,1306.7,10.2,0.75,316,42.8,36.66,360.1
T838,2025-01-17,D034,Tacna,Puno,-17.89302,-70.24287,-15.8069,-69.99196,233.5,14.5,0.38,411,50.6,5.43,71.9
T839,2025-01-17,D027,Puno,Tacna,-15.86953,-70.03043,-18.05271,-70.23747,243.76,4.4,0.5,528,48.4,4.69,67.7
T840,2025-01-17,D035,Trujillo,Lima,-8.15081,-79.08419,-12.03213,-77.02042,487.12,26.3,0.98,307,29.6,16.29,198.8
T841,2025-01-17,D036,Ica,Tacna,-14.0966,-75.76906,-18.00965,-70.34316,724.79,22.4,0.54,348,61.2,11.12,233.2
T842,2025-01-18,D013,Lima,Chiclayo,-12.00364,-77.13068,-6.81595,-79.8152,647.62,1.0,0.45,617,42.3,16.26,211.5
T843,2025-01-18,D027,Cusco,Chiclayo,-13.55113,-71.97692,-6.7838,-79.86351,1144.7,6.8,0.61,124,50.1,24.47,309.6
T844,2025-01-18,D039,Lima,Chiclayo,-12.10682,-77.07838,-6.79035,-79.91626,668.05,17.2,0.65,382,53.4,11.75,177.1
T845,2025-01-18,D032,Tacna,Trujillo,-17.94224,-70.29108,-8.06809,-79.04675,1450.07,4.4,0.68,312,39.5,37.42,364.1
T846,2025-01-18,D034,Cusco,Chiclayo,-13.44318,-71.92285,-6.83939,-79.80851,1132.82,11.4,0.82,856,56.3,21.86,276.2
T847,2025-01-18,D022,Arequipa,Puno,-16.26649,-71.51503,-15.91414,-70.07023,159.26,6.5,0.49,0,34.1,4.48,61.4
T848,2025-01-18,D040,Cusco,Lima,-13.46718,-71.9929,-12.12676,-77.06148,569.43,15.6,0.15,229,50.0,12.08,185.8
T849,2025-01-18,D003,Lima,Trujillo,-12.01234,-76.96528,-8.05483,-79.02175,494.3,14.9,0.81,82,41.0,14.19,159.1
T850,2025-01-18,D027,Lima,Cusco,-12.00444,-77.09176,-13.57394,-71.95968,583.2,25.7,0.53,449,39.8,17.37,197.4
T851,2025-01-18,D025,Chiclayo,Lima,-6.79339,-79.78225,-12.13319,-77.00071,667.5,1.0,0.23,343,61.9,11.88,200.8
T852,2025-01-18,D006,Ica,Arequipa,-14.07947,-75.68166,-16.41438,-71.52512,515.96,6.7,0.55,664,47.8,12.95,165.1
T853,2025-01-18,D027,Ica,Arequipa,-13.99188,-75.77915,-16.44713,-71.50601,533.57,1.8,0.75,456,30.3,21.6,146.2
T854,2025-01-18,D005,Ica,Lima,-14.10721,-75.8132,-12.0629,-77.05235,263.98,26.0,0.59,545,53.4,4.57,140.4
T855,2025-01-18,D033,Trujillo,Lima,-8.16904,-78.93699,-12.08764,-77.09068,480.3,18.8,0.54,0,38.7,13.6,142.2
T856,2025-01-18,D035,Cusco,Chiclayo,-13.5757,-71.88966,-6.74802,-79.76144,1147.91,2.3,0.44,33,64.7,19.52,258.1
T857,2025-01-18,D015,Tacna,Lima,-18.01334,-70.2285,-12.09444,-76.98208,979.01,21.4,0.34,416,62.5,17.85,221.9
T858,2025-01-18,D024,Puno,Lima,-15.86334,-69.99126,-12.01775,-77.06109,874.46,12.5,0.82,320,48.6,18.09,306.6
T859,2025-01-18,D021,Lima,Chiclayo,-12.02349,-76.98949,-6.69107,-79.79105,667.82,17.7,0.5,672,35.0,22.08,218.6
T860,2025-01-18,D020,Ica,Chiclayo,-14.07876,-75.66041,-6.8163,-79.85977,928.81,22.0,0.39,870,51.6,19.49,295.6
T861,2025-01-18,D015,Tacna,Cusco,-18.0319,-70.2537,-13.55318,-71.98556,531.35,6.8,0.36,0,45.9,11.68,188.9
T862,2025-01-18,D031,Ica,Puno,-14.04787,-75.73153,-15.82948,-70.02674,644.08,11.9,0.38,371,55.2,13.09,183.1
T863,2025-01-18,D032,Chiclayo,Cusco,-6.72326,-79.87689,-13.48067,-72.01648,1141.95,10.8,0.47,75,60.5,19.52,320.1
T864,2025-01-18,D011,Puno,Chiclayo,-15.77012,-69.98796,-6.67006,-79.87129,1477.53,7.2,0.6,60,60.9,22.81,444.2
T865,2025-01-18,D023,Trujillo,Lima,-8.07798,-79.06858,-11.95676,-77.07161,483.55,13.2,0.07,195,61.7,8.64,144.3
T866,2025-01-18,D022,Puno,Ica,-15.83078,-69.99245,-14.00891,-75.75414,651.33,2.6,0.11,523,58.1,12.4,177.1
T867,2025-01-18,D027,Lima,Cusco,-11.9792,-76.95117,-13.52654,-72.01467,562.32,11.5,0.43,103,55.0,9.52,170.7
T868,2025-01-18,D030,Arequipa,Chiclayo,-16.53704,-71.4446,-6.73854,-79.76892,1416.58,18.9,0.64,516,63.6,25.56,470.2
T869,2025-01-18,D019,Cusco,Trujillo,-13.51185,-71.95647,-8.11815,-78.99851,975.07,35.0,0.97,409,54.5,19.22,291.9
T870,2025-01-18,D007,Lima,Chiclayo,-12.10783,-77.10567,-6.74509,-79.91831,671.34,18.7,0.19,537,44.8,14.01,220.9
T871,2025-01-18,D020,Lima,Chiclayo,-12.07575,-77.01265,-6.78277,-79.83257,664.83,8.8,0.41,707,71.6,8.71,205.5
T872,2025-01-18,D038,Lima,Ica,-12.05329,-77.0301,-14.09337,-75.69424,269.06,26.8,0.56,406,45.4,6.49,129.2
